"","Lácteos y derivados ","Carnes (res, cerdo, pollo, pescado) ","Cereales (arroz, pasta, avena, quinoa) ","Productos cárnicos (chorizos, salchichas, jamón, morcilla, etc). ","Aceites y grasas (aceite de canola, aceite de oliva, aceite de ajonjolí, aceite de aguacate, aguacate, aceitunas) ","Leguminosas (frijol, garbanzo, lenteja, etc) ","Raíces, tubérculos y plátanos (Arracacha, batata, ñame, yuca, papa) ","Frutas (Banano, borojo, chontaduro, manzana, mango)","Verduras","Comidas rápidas(perro, pizza, hamburguesa,etc) ","Snacks o productos de paquete ","Dulces, postres y golosinas","Gaseosas"
"4184","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal","Quincenal","Quincenal","Mensual"
"4185","Semanal","Semanal","Diario","Mensual","Mensual","Semanal","Diario","Semanal","Diario","Mensual","Mensual","Mensual","Mensual"
"4186","Semanal","Quincenal","Diario","Mensual","Quincenal","Semanal","Semanal","Semanal","Semanal","No consume","Mensual","No consume","No consume"
"4187","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Semanal","No consume","No consume","No consume"
"4188","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Mensual","No consume","No consume","No consume"
"4189","Semanal","Diario","Diario","Quincenal","Diario","Semanal","Diario","Semanal","Diario","Mensual","Semanal","Semanal","Semanal"
"4190","Diario","Semanal","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Mensual","Mensual","Mensual"
"4191","Diario","Diario","Diario","Mensual","Diario","Semanal","Diario","Semanal","Semanal","Mensual","No consume","Mensual","Mensual"
"4192","Semanal","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Diario","Quincenal","Mensual","No consume","Quincenal"
"4193","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Quincenal","Mensual"
"4194","Diario","Diario","Diario","Quincenal","Diario","Semanal","Diario","Diario","Diario","Mensual","Mensual","Quincenal","No consume"
"4195","Diario","Diario","Diario","Diario","Diario","No consume","Diario","Diario","Diario","Semanal","Diario","Diario","Quincenal"
"4196","Diario","Diario","Diario","Mensual","Semanal","Diario","Semanal","Diario","Diario","Quincenal","Quincenal","Semanal","Semanal"
"4197","Quincenal","Mensual","Diario","Mensual","Semanal","Diario","Diario","Semanal","Diario","Mensual","No consume","Mensual","No consume"
"4198","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal","Semanal"
"4199","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Semanal","Mensual"
"4200","Semanal","Semanal","Diario","No consume","No consume","Semanal","Diario","Semanal","Semanal","Mensual","Quincenal","Semanal","Quincenal"
"4201","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario"
"4202","Semanal","Diario","Diario","Quincenal","Quincenal","Quincenal","Quincenal","Diario","Diario","Mensual","No consume","Semanal","No consume"
"4203","Diario","Diario","Semanal","Semanal","Diario","Quincenal","Semanal","Quincenal","Semanal","Mensual","Quincenal","Semanal","No consume"
"4204","Diario","Quincenal","Diario","Semanal","Diario","Quincenal","Semanal","Quincenal","Semanal","Semanal","Semanal","Diario","Semanal"
"4205","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Mensual","Mensual","Semanal","No consume"
"4206","Diario","Semanal","Diario","Mensual","Mensual","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Semanal","No consume"
"4207","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Quincenal","Mensual","Semanal","Quincenal"
"4208","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Semanal","Quincenal","Quincenal","Diario","Semanal"
"4209","Diario","Diario","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","No consume","No consume","Diario","No consume"
"4210","Diario","Semanal","Diario","No consume","No consume","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Semanal"
"4211","Mensual","Diario","Semanal","No consume","Semanal","Quincenal","No consume","Diario","Diario","No consume","Mensual","Quincenal","No consume"
"4212","Diario","Semanal","Semanal","No consume","Diario","Semanal","Semanal","Semanal","Diario","Semanal","No consume","Diario","Semanal"
"4213","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Diario","Diario"
"4214","Diario","Quincenal","Quincenal","Quincenal","Diario","Semanal","Diario","Semanal","No consume","Quincenal","Quincenal","Quincenal","Mensual"
"4215","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal","Semanal","Diario","Quincenal","Quincenal","Mensual","Mensual"
"4216","Diario","Diario","Diario","Semanal","No consume","Semanal","Diario","Semanal","Semanal","Quincenal","No consume","No consume","Semanal"
"4217","Semanal","Semanal","Diario","Quincenal","Semanal","Quincenal","Mensual","Quincenal","Quincenal","No consume","Semanal","Semanal","No consume"
"4218","Mensual","Semanal","Semanal","Mensual","No consume","Semanal","Quincenal","Quincenal","Quincenal","Quincenal","Mensual","Mensual","Mensual"
"4219","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Diario","Semanal","Semanal"
"4220","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Semanal","Quincenal","Quincenal"
"4221","Diario","Diario","Diario","Mensual","No consume","Semanal","Diario","Quincenal","Semanal","Mensual","Mensual","Mensual","Mensual"
"4222","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Quincenal"
"4223","Diario","Semanal","Diario","Semanal","Diario","No consume","Diario","No consume","Diario","Quincenal","Semanal","Mensual","Mensual"
"4224","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal","Semanal","Diario"
"4225","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal","No consume"
"4226","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Quincenal","Diario","Diario","Mensual","Semanal","Semanal","Semanal"
"4227","No consume","Diario","Diario","No consume","Diario","Semanal","Semanal","Quincenal","Diario","No consume","No consume","Quincenal","No consume"
"4228","Diario","Diario","Semanal","Semanal","Semanal","Semanal","No consume","No consume","No consume","Semanal","Mensual","Mensual","Mensual"
"4229","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Mensual","Mensual","No consume","No consume"
"4230","Semanal","Diario","Quincenal","Diario","Diario","Semanal","Semanal","Diario","Semanal","Mensual","Semanal","Diario","Diario"
"4231","Semanal","Semanal","Diario","Semanal","Mensual","Semanal","Diario","Quincenal","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"4232","Mensual","Diario","Diario","Quincenal","Semanal","Quincenal","Diario","Mensual","Diario","No consume","No consume","No consume","No consume"
"4233","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"4234","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Diario","Semanal","Semanal","No consume","No consume","No consume","No consume"
"4235","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Quincenal","Semanal"
"4236","Diario","Diario","Diario","Mensual","Semanal","Semanal","Diario","Semanal","Diario","Mensual","Mensual","Semanal","Mensual"
"4237","Diario","Diario","Diario","No consume","No consume","Semanal","Diario","Quincenal","Semanal","No consume","No consume","No consume","No consume"
"4238","Semanal","Diario","Semanal","No consume","Diario","Diario","Semanal","Mensual","Mensual","No consume","Quincenal","Semanal","No consume"
"4239","Diario","Diario","Diario","Semanal","Quincenal","Diario","Diario","Semanal","Diario","Quincenal","Semanal","Quincenal","Semanal"
"4240","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Diario","Diario","Quincenal","Quincenal","Mensual","Quincenal"
"4241","No consume","Semanal","Diario","No consume","Semanal","Quincenal","Mensual","Diario","Diario","No consume","No consume","Semanal","No consume"
"4242","Diario","Semanal","Semanal","Mensual","Diario","Semanal","Semanal","Diario","Diario","Mensual","Mensual","No consume","No consume"
"4243","Diario","Semanal","Quincenal","Diario","Diario","Diario","Diario","Diario","Semanal","Quincenal","Semanal","Semanal","Mensual"
"4244","Diario","Semanal","Quincenal","No consume","Semanal","Quincenal","Semanal","Semanal","Semanal","Mensual","Mensual","Mensual","No consume"
"4245","Semanal","No consume","Semanal","Semanal","Quincenal","Quincenal","No consume","No consume","Diario","Diario","No consume","No consume","Quincenal"
"4246","Diario","Diario","Diario","Diario","Diario","Semanal","Quincenal","Diario","Diario","Mensual","Semanal","Quincenal","Mensual"
"4247","Diario","Diario","Diario","No consume","Diario","Diario","Diario","Diario","Diario","No consume","Semanal","Semanal","No consume"
"4248","Semanal","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Semanal","Semanal","Quincenal","Diario","Diario","Semanal"
"4249","Semanal","Diario","Diario","Quincenal","Semanal","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"4250","Diario","Semanal","Mensual","Quincenal","No consume","Semanal","No consume","Quincenal","Diario","Quincenal","Semanal","Diario","Semanal"
"4251","Diario","Diario","Diario","Semanal","Diario","Quincenal","Diario","Semanal","Diario","Mensual","Diario","Diario","Diario"
"4252","Diario","Semanal","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Quincenal","Quincenal","Quincenal","No consume"
"4253","Quincenal","Quincenal","Diario","Quincenal","Semanal","Quincenal","Semanal","Quincenal","Semanal","No consume","No consume","No consume","No consume"
"4254","Diario","Diario","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Semanal","Diario","Semanal"
"4255","Semanal","Diario","Mensual","No consume","Semanal","Diario","Diario","Diario","No consume","No consume","No consume","Semanal","No consume"
"4256","Semanal","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Mensual","Quincenal","Quincenal","Quincenal"
"4257","Semanal","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Mensual","Quincenal","Diario"
"4258","Diario","Diario","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Diario","Semanal","Quincenal"
"4259","Semanal","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Semanal","Diario","Mensual","Mensual","Quincenal","Quincenal"
"4260","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Mensual","Semanal","Semanal","No consume"
"4261","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Mensual","Quincenal","No consume","No consume"
"4262","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario"
"4263","Diario","Diario","Semanal","No consume","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","No consume","No consume"
"4264","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","No consume","No consume","Semanal","No consume"
"4265","No consume","Diario","Diario","Mensual","Quincenal","Semanal","Diario","Diario","Diario","Mensual","Semanal","Semanal","Mensual"
"4266","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Mensual","Mensual","Quincenal","Mensual"
"4267","Semanal","Diario","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Diario","Quincenal","No consume","Quincenal","No consume"
"4268","Semanal","Diario","Mensual","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Quincenal","Mensual","Quincenal","Semanal"
"4269","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Diario","Diario","Quincenal","Quincenal","Quincenal","Quincenal"
"4270","No consume","Semanal","Semanal","No consume","No consume","Quincenal","Quincenal","No consume","Semanal","No consume","No consume","No consume","No consume"
"4271","Diario","Quincenal","Diario","Quincenal","Diario","Semanal","Semanal","Diario","Diario","Semanal","Quincenal","Quincenal","No consume"
"4272","Diario","Diario","Diario","Diario","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Diario","Diario"
"4273","Semanal","Quincenal","Semanal","Quincenal","Diario","Diario","Semanal","Semanal","Semanal","No consume","Semanal","Semanal","Semanal"
"4274","Semanal","Semanal","Diario","Semanal","Mensual","Semanal","Semanal","No consume","Mensual","Mensual","Mensual","Mensual","Mensual"
"4275","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Diario","Quincenal"
"4276","No consume","Semanal","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","No consume","No consume","Semanal","No consume"
"4277","Diario","Diario","Diario","Semanal","No consume","Semanal","Semanal","Semanal","Diario","Semanal","Quincenal","Quincenal","Diario"
"4278","Quincenal","No consume","No consume","Quincenal","Semanal","Semanal","Diario","Diario","Diario","Mensual","Quincenal","Quincenal","No consume"
"4279","Semanal","Semanal","Semanal","Diario","Diario","Semanal","Semanal","Semanal","Diario","Quincenal","Semanal","Quincenal","Semanal"
"4280","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Quincenal","Semanal","Semanal","Quincenal"
"4281","Diario","Diario","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","Diario","No consume","Quincenal","No consume"
"4282","Diario","Diario","Diario","Semanal","Semanal","Semanal","Quincenal","Diario","Semanal","Mensual","Mensual","Semanal","No consume"
"4283","Mensual","Quincenal","Diario","No consume","Semanal","Mensual","Semanal","Mensual","No consume","Quincenal","No consume","Semanal","Semanal"
"4284","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Diario","Mensual","Semanal","Quincenal","No consume"
"4285","Semanal","Diario","Diario","Mensual","Diario","Diario","Diario","Diario","Diario","No consume","No consume","Mensual","No consume"
"4286","Diario","Diario","Diario","Semanal","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Quincenal","Semanal","Semanal"
"4287","Diario","Diario","Diario","No consume","Diario","Semanal","Semanal","Diario","Diario","Mensual","Mensual","Mensual","No consume"
"4288","No consume","Mensual","Diario","Mensual","Mensual","Semanal","Diario","Mensual","Semanal","No consume","No consume","No consume","No consume"
"4289","Diario","Semanal","Diario","No consume","Diario","Diario","Diario","Diario","Diario","Mensual","Diario","Semanal","Mensual"
"4290","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Diario","Diario","Mensual","No consume","Semanal","Quincenal"
"4291","Diario","Diario","Diario","Mensual","Diario","Diario","Diario","Diario","Diario","Quincenal","Diario","Diario","Diario"
"4292","Quincenal","Semanal","Diario","Semanal","Quincenal","Diario","Semanal","Semanal","Semanal","Mensual","Semanal","Semanal","Semanal"
"4293","Semanal","Quincenal","Diario","Mensual","Mensual","Mensual","Quincenal","Mensual","Diario","No consume","No consume","No consume","No consume"
"4294","Semanal","Diario","Diario","Semanal","Diario","Quincenal","Diario","Semanal","Semanal","No consume","Semanal","Semanal","Quincenal"
"4295","Diario","Semanal","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Quincenal","Semanal","Semanal","Semanal"
"4296","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Quincenal","Quincenal","Quincenal","No consume"
"4297","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Semanal","Mensual","Quincenal","Mensual","Mensual"
"4298","Semanal","Diario","Diario","Mensual","Semanal","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal","Quincenal","Quincenal"
"4299","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Diario","Quincenal","Semanal","Semanal","Semanal"
"4300","Semanal","Diario","Diario","Semanal","Diario","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal"
"4301","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"4302","Diario","Diario","Diario","Semanal","No consume","Semanal","Diario","Diario","Diario","Semanal","Semanal","Semanal","No consume"
"4303","Diario","Diario","Diario","No consume","Semanal","Semanal","Quincenal","Diario","Diario","Mensual","No consume","No consume","No consume"
"4304","Diario","Diario","Diario","No consume","Diario","Semanal","Diario","Diario","Diario","Mensual","Mensual","Semanal","No consume"
"4305","Semanal","Semanal","Diario","Quincenal","Quincenal","Semanal","Diario","Semanal","Semanal","Mensual","Mensual","Quincenal","Quincenal"
"4306","Semanal","Semanal","Diario","Quincenal","Semanal","Semanal","Quincenal","Quincenal","Quincenal","Mensual","Quincenal","Semanal","Mensual"
"4307","Semanal","Mensual","Quincenal","Semanal","Diario","Semanal","Diario","Mensual","Diario","Mensual","Quincenal","Mensual","No consume"
"4308","Quincenal","Diario","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal","Quincenal","Quincenal"
"4309","Diario","Diario","Diario","Semanal","Semanal","Semanal","Semanal","Quincenal","Semanal","Quincenal","Quincenal","Quincenal","Diario"
"4310","Semanal","Mensual","Diario","Mensual","Semanal","Semanal","Diario","Quincenal","Semanal","No consume","No consume","Mensual","No consume"
"4311","Diario","Semanal","Diario","Mensual","Semanal","Semanal","Diario","Semanal","Diario","No consume","Mensual","Mensual","No consume"
"4312","Semanal","Diario","Diario","Diario","Diario","Semanal","Semanal","Semanal","Diario","Semanal","Quincenal","Semanal","Semanal"
"4313","Diario","Diario","Diario","Mensual","Diario","Semanal","Semanal","Diario","Diario","Quincenal","Semanal","Diario","No consume"
"4314","Diario","Semanal","Diario","Semanal","Semanal","Diario","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal","Semanal"
"4315","Semanal","Diario","Diario","Mensual","Mensual","Quincenal","Diario","Diario","Diario","Mensual","Mensual","Quincenal","No consume"
"4316","Semanal","Semanal","Diario","Quincenal","Diario","Diario","Semanal","Mensual","Diario","Mensual","Mensual","No consume","No consume"
"4317","Diario","Diario","Diario","Semanal","Diario","Semanal","Diario","Semanal","Semanal","Mensual","Mensual","Mensual","Mensual"
